entity1,entity1_appears_in_question,entity2,entity2_appears_in_question,hop_depth,path,query_direction_match,question,relations,type
,,,,1,mr. holt -> mr. lyon,,Who is Mrs. Holt's son's wife?,companion_of,chain_sample
,,,,1,mr. holt -> esther,,Who is Mrs. Holt's son's wife?,companion_of,chain_sample
,,,,1,mr. holt -> esther,,Who is Mrs. Holt's son's wife?,companion_of,chain_sample
mrs. holt,True,mr. holt,False,1,,,Who is Mrs. Holt's son's wife?,,fact
mrs. holt,True,mr. holt,False,1,,,Who is Mrs. Holt's son's wife?,,fact
mrs. holt,True,mr. holt,False,1,,,Who is Mrs. Holt's son's wife?,,fact
,,,,1,mr. holt -> miss,,Who is Mrs. Holt's son's wife?,friend_of,chain_sample
,,,,1,mr. holt -> mr. lyon,,Who is Mrs. Holt's son's wife?,member_of,chain_sample
,,,,1,mr. holt -> mr. lyon,,Who is Mrs. Holt's son's wife?,companion_of,chain_sample
,,,,1,mr. holt -> esther,,Who is Mrs. Holt's son's wife?,companion_of,chain_sample
,,,,1,mr. holt -> esther,,Who is Mrs. Holt's son's wife?,companion_of,chain_sample
mrs. holt,True,mr. holt,False,1,,,Who is Mrs. Holt's son's wife?,,fact
mrs. holt,True,mr. holt,False,1,,,Who is Mrs. Holt's son's wife?,,fact
mrs. holt,True,mr. holt,False,1,,,Who is Mrs. Holt's son's wife?,,fact
,,,,1,mr. holt -> miss,,Who is Mrs. Holt's son's wife?,friend_of,chain_sample
,,,,1,mr. holt -> mr. lyon,,Who is Mrs. Holt's son's wife?,member_of,chain_sample
,,,,1,mr. holt -> mr. lyon,,Who is Mrs. Holt's son's wife?,companion_of,chain_sample
,,,,1,mr. holt -> esther,,Who is Mrs. Holt's son's wife?,companion_of,chain_sample
,,,,1,mr. holt -> esther,,Who is Mrs. Holt's son's wife?,companion_of,chain_sample
